"Date","Week","Month","Year","Company","Month Bid For","Year Bid For","Near-Month Indicator","Train_Type","Bid","Year-Month Bid For"
"1997 December 20","51","12","1997","UP","5","1998","false","Non_Shuttle","-57","1998-05"
"1997 December 20","51","12","1997","UP","6","1998","false","Non_Shuttle","-39","1998-06"
"1998 January 03","53","1","1998","BNSF","1","1998","true","Non_Shuttle","-203","1998-01"
"1998 January 03","53","1","1998","BNSF","2","1998","false","Non_Shuttle","-160","1998-02"
"1998 January 03","53","1","1998","BNSF","3","1998","false","Non_Shuttle","-175","1998-03"
"1998 January 03","53","1","1998","BNSF","4","1998","false","Non_Shuttle","-77","1998-04"
"1998 January 03","53","1","1998","BNSF","5","1998","false","Non_Shuttle","-89","1998-05"
"1998 January 03","53","1","1998","BNSF","6","1998","false","Non_Shuttle","-70","1998-06"
"1998 January 03","53","1","1998","UP","2","1998","false","Non_Shuttle","-17","1998-02"
"1998 January 03","53","1","1998","UP","3","1998","false","Non_Shuttle","-25","1998-03"
"1998 January 03","53","1","1998","UP","4","1998","false","Non_Shuttle","-29","1998-04"
"1998 January 03","53","1","1998","UP","5","1998","false","Non_Shuttle","-29","1998-05"
"1998 January 03","53","1","1998","UP","6","1998","false","Non_Shuttle","-21","1998-06"
"1998 January 10","1","1","1998","BNSF","1","1998","true","Non_Shuttle","-269","1998-01"
"1998 January 10","1","1","1998","BNSF","2","1998","false","Non_Shuttle","-210","1998-02"
"1998 January 10","1","1","1998","BNSF","3","1998","false","Non_Shuttle","-184","1998-03"
"1998 January 10","1","1","1998","BNSF","4","1998","false","Non_Shuttle","-114","1998-04"
"1998 January 10","1","1","1998","BNSF","5","1998","false","Non_Shuttle","-104","1998-05"
"1998 January 10","1","1","1998","BNSF","6","1998","false","Non_Shuttle","-67","1998-06"
"1998 January 10","1","1","1998","UP","1","1998","true","Non_Shuttle","-75","1998-01"
"1998 January 10","1","1","1998","UP","2","1998","false","Non_Shuttle","-61","1998-02"
"1998 January 10","1","1","1998","UP","3","1998","false","Non_Shuttle","-61","1998-03"
"1998 January 10","1","1","1998","UP","4","1998","false","Non_Shuttle","-50","1998-04"
"1998 January 10","1","1","1998","UP","5","1998","false","Non_Shuttle","-50","1998-05"
"1998 January 10","1","1","1998","UP","6","1998","false","Non_Shuttle","-18","1998-06"
"1998 January 17","2","1","1998","BNSF","1","1998","true","Non_Shuttle","-280","1998-01"
"1998 January 17","2","1","1998","BNSF","2","1998","true","Non_Shuttle","-235","1998-02"
"1998 January 17","2","1","1998","BNSF","3","1998","false","Non_Shuttle","-165","1998-03"
"1998 January 17","2","1","1998","BNSF","4","1998","false","Non_Shuttle","-125","1998-04"
"1998 January 17","2","1","1998","BNSF","5","1998","false","Non_Shuttle","-113","1998-05"
"1998 January 17","2","1","1998","BNSF","6","1998","false","Non_Shuttle","-63","1998-06"
"1998 January 17","2","1","1998","UP","1","1998","true","Non_Shuttle","-83","1998-01"
"1998 January 17","2","1","1998","UP","2","1998","true","Non_Shuttle","-96","1998-02"
"1998 January 17","2","1","1998","UP","3","1998","false","Non_Shuttle","-77","1998-03"
"1998 January 17","2","1","1998","UP","4","1998","false","Non_Shuttle","-61","1998-04"
"1998 January 17","2","1","1998","UP","5","1998","false","Non_Shuttle","-61","1998-05"
"1998 January 17","2","1","1998","UP","6","1998","false","Non_Shuttle","-23","1998-06"
"1998 January 24","3","1","1998","BNSF","2","1998","true","Non_Shuttle","-246","1998-02"
"1998 January 24","3","1","1998","BNSF","3","1998","false","Non_Shuttle","-168","1998-03"
"1998 January 24","3","1","1998","BNSF","4","1998","false","Non_Shuttle","-125","1998-04"
"1998 January 24","3","1","1998","BNSF","5","1998","false","Non_Shuttle","-125","1998-05"
"1998 January 24","3","1","1998","BNSF","6","1998","false","Non_Shuttle","-81","1998-06"
"1998 January 24","3","1","1998","BNSF","7","1998","false","Non_Shuttle","-29","1998-07"
"1998 January 24","3","1","1998","UP","2","1998","true","Non_Shuttle","-39","1998-02"
"1998 January 24","3","1","1998","UP","3","1998","false","Non_Shuttle","-53","1998-03"
"1998 January 24","3","1","1998","UP","4","1998","false","Non_Shuttle","-59","1998-04"
"1998 January 24","3","1","1998","UP","5","1998","false","Non_Shuttle","-59","1998-05"
"1998 January 24","3","1","1998","UP","6","1998","false","Non_Shuttle","-28","1998-06"
"1998 January 24","3","1","1998","UP","7","1998","false","Non_Shuttle","4","1998-07"
"1998 January 31","4","1","1998","BNSF","2","1998","true","Non_Shuttle","-274","1998-02"
"1998 January 31","4","1","1998","BNSF","3","1998","false","Non_Shuttle","-249","1998-03"
"1998 January 31","4","1","1998","BNSF","4","1998","false","Non_Shuttle","-164","1998-04"
"1998 January 31","4","1","1998","BNSF","5","1998","false","Non_Shuttle","-157","1998-05"
"1998 January 31","4","1","1998","BNSF","6","1998","false","Non_Shuttle","-96","1998-06"
"1998 January 31","4","1","1998","BNSF","7","1998","false","Non_Shuttle","-58","1998-07"
"1998 January 31","4","1","1998","UP","2","1998","true","Non_Shuttle","-63","1998-02"
"1998 January 31","4","1","1998","UP","3","1998","false","Non_Shuttle","-73","1998-03"
"1998 January 31","4","1","1998","UP","4","1998","false","Non_Shuttle","-78","1998-04"
"1998 January 31","4","1","1998","UP","5","1998","false","Non_Shuttle","-78","1998-05"
"1998 January 31","4","1","1998","UP","6","1998","false","Non_Shuttle","-63","1998-06"
"1998 January 31","4","1","1998","UP","7","1998","false","Non_Shuttle","-19","1998-07"
"1998 February 07","5","2","1998","BNSF","2","1998","true","Non_Shuttle","-289","1998-02"
"1998 February 07","5","2","1998","BNSF","3","1998","false","Non_Shuttle","-272","1998-03"
"1998 February 07","5","2","1998","BNSF","4","1998","false","Non_Shuttle","-219","1998-04"
"1998 February 07","5","2","1998","BNSF","5","1998","false","Non_Shuttle","-198","1998-05"
"1998 February 07","5","2","1998","BNSF","6","1998","false","Non_Shuttle","-131","1998-06"
"1998 February 07","5","2","1998","BNSF","7","1998","false","Non_Shuttle","-73","1998-07"
"1998 February 07","5","2","1998","UP","2","1998","true","Non_Shuttle","-165","1998-02"
"1998 February 07","5","2","1998","UP","3","1998","false","Non_Shuttle","-144","1998-03"
"1998 February 07","5","2","1998","UP","4","1998","false","Non_Shuttle","-113","1998-04"
"1998 February 07","5","2","1998","UP","5","1998","false","Non_Shuttle","-121","1998-05"
"1998 February 07","5","2","1998","UP","6","1998","false","Non_Shuttle","-75","1998-06"
"1998 February 07","5","2","1998","UP","7","1998","false","Non_Shuttle","-33","1998-07"
"1998 February 14","6","2","1998","BNSF","2","1998","true","Non_Shuttle","-285","1998-02"
"1998 February 14","6","2","1998","BNSF","3","1998","false","Non_Shuttle","-266","1998-03"
"1998 February 14","6","2","1998","BNSF","4","1998","false","Non_Shuttle","-221","1998-04"
"1998 February 14","6","2","1998","BNSF","5","1998","false","Non_Shuttle","-205","1998-05"
"1998 February 14","6","2","1998","BNSF","6","1998","false","Non_Shuttle","-130","1998-06"
"1998 February 14","6","2","1998","BNSF","7","1998","false","Non_Shuttle","-91","1998-07"
"1998 February 14","6","2","1998","UP","2","1998","true","Non_Shuttle","-150","1998-02"
"1998 February 14","6","2","1998","UP","3","1998","false","Non_Shuttle","-118","1998-03"
"1998 February 14","6","2","1998","UP","4","1998","false","Non_Shuttle","-104","1998-04"
"1998 February 14","6","2","1998","UP","5","1998","false","Non_Shuttle","-100","1998-05"
"1998 February 14","6","2","1998","UP","6","1998","false","Non_Shuttle","-84","1998-06"
"1998 February 14","6","2","1998","UP","7","1998","false","Non_Shuttle","-57","1998-07"
"1998 February 21","7","2","1998","BNSF","3","1998","true","Non_Shuttle","-278","1998-03"
"1998 February 21","7","2","1998","BNSF","4","1998","false","Non_Shuttle","-231","1998-04"
"1998 February 21","7","2","1998","BNSF","5","1998","false","Non_Shuttle","-210","1998-05"
"1998 February 21","7","2","1998","BNSF","6","1998","false","Non_Shuttle","-133","1998-06"
"1998 February 21","7","2","1998","BNSF","7","1998","false","Non_Shuttle","-75","1998-07"
"1998 February 21","7","2","1998","BNSF","8","1998","false","Non_Shuttle","-4","1998-08"
"1998 February 21","7","2","1998","UP","3","1998","true","Non_Shuttle","-139","1998-03"
"1998 February 21","7","2","1998","UP","4","1998","false","Non_Shuttle","-121","1998-04"
"1998 February 21","7","2","1998","UP","5","1998","false","Non_Shuttle","-121","1998-05"
"1998 February 21","7","2","1998","UP","6","1998","false","Non_Shuttle","-80","1998-06"
"1998 February 21","7","2","1998","UP","7","1998","false","Non_Shuttle","-54","1998-07"
"1998 February 21","7","2","1998","UP","8","1998","false","Non_Shuttle","13","1998-08"
"1998 February 28","8","2","1998","BNSF","3","1998","true","Non_Shuttle","-278","1998-03"
"1998 February 28","8","2","1998","BNSF","4","1998","false","Non_Shuttle","-251","1998-04"
"1998 February 28","8","2","1998","BNSF","5","1998","false","Non_Shuttle","-225","1998-05"
"1998 February 28","8","2","1998","BNSF","6","1998","false","Non_Shuttle","-148","1998-06"
"1998 February 28","8","2","1998","BNSF","7","1998","false","Non_Shuttle","-73","1998-07"
"1998 February 28","8","2","1998","BNSF","8","1998","false","Non_Shuttle","3","1998-08"
"1998 February 28","8","2","1998","UP","3","1998","true","Non_Shuttle","-148","1998-03"
"1998 February 28","8","2","1998","UP","4","1998","false","Non_Shuttle","-128","1998-04"
"1998 February 28","8","2","1998","UP","5","1998","false","Non_Shuttle","-128","1998-05"
"1998 February 28","8","2","1998","UP","6","1998","false","Non_Shuttle","-83","1998-06"
"1998 February 28","8","2","1998","UP","7","1998","false","Non_Shuttle","-45","1998-07"
"1998 February 28","8","2","1998","UP","8","1998","false","Non_Shuttle","4","1998-08"
"1998 March 07","9","3","1998","BNSF","3","1998","true","Non_Shuttle","-217","1998-03"
"1998 March 07","9","3","1998","BNSF","4","1998","false","Non_Shuttle","-191","1998-04"
"1998 March 07","9","3","1998","BNSF","5","1998","false","Non_Shuttle","-186","1998-05"
"1998 March 07","9","3","1998","BNSF","6","1998","false","Non_Shuttle","-109","1998-06"
"1998 March 07","9","3","1998","BNSF","7","1998","false","Non_Shuttle","-66","1998-07"
"1998 March 07","9","3","1998","BNSF","8","1998","false","Non_Shuttle","23","1998-08"
"1998 March 07","9","3","1998","UP","3","1998","true","Non_Shuttle","-75","1998-03"
"1998 March 07","9","3","1998","UP","4","1998","false","Non_Shuttle","-79","1998-04"
"1998 March 07","9","3","1998","UP","5","1998","false","Non_Shuttle","-77","1998-05"
"1998 March 07","9","3","1998","UP","6","1998","false","Non_Shuttle","-50","1998-06"
"1998 March 07","9","3","1998","UP","7","1998","false","Non_Shuttle","-11","1998-07"
"1998 March 07","9","3","1998","UP","8","1998","false","Non_Shuttle","29","1998-08"
"1998 March 14","10","3","1998","BNSF","3","1998","true","Non_Shuttle","-111","1998-03"
"1998 March 14","10","3","1998","BNSF","4","1998","false","Non_Shuttle","-96","1998-04"
"1998 March 14","10","3","1998","BNSF","5","1998","false","Non_Shuttle","-99","1998-05"
"1998 March 14","10","3","1998","BNSF","6","1998","false","Non_Shuttle","-54","1998-06"
"1998 March 14","10","3","1998","BNSF","7","1998","false","Non_Shuttle","-29","1998-07"
"1998 March 14","10","3","1998","BNSF","8","1998","false","Non_Shuttle","85","1998-08"
"1998 March 14","10","3","1998","UP","4","1998","false","Non_Shuttle","11","1998-04"
"1998 March 14","10","3","1998","UP","5","1998","false","Non_Shuttle","19","1998-05"
"1998 March 14","10","3","1998","UP","6","1998","false","Non_Shuttle","27","1998-06"
"1998 March 14","10","3","1998","UP","7","1998","false","Non_Shuttle","71","1998-07"
"1998 March 14","10","3","1998","UP","8","1998","false","Non_Shuttle","98","1998-08"
"1998 March 21","11","3","1998","BNSF","4","1998","true","Non_Shuttle","-130","1998-04"
"1998 March 21","11","3","1998","BNSF","5","1998","false","Non_Shuttle","-129","1998-05"
"1998 March 21","11","3","1998","BNSF","6","1998","false","Non_Shuttle","-81","1998-06"
"1998 March 21","11","3","1998","BNSF","7","1998","false","Non_Shuttle","-33","1998-07"
"1998 March 21","11","3","1998","BNSF","8","1998","false","Non_Shuttle","79","1998-08"
"1998 March 21","11","3","1998","BNSF","9","1998","false","Non_Shuttle","122","1998-09"
"1998 March 21","11","3","1998","UP","4","1998","true","Non_Shuttle","44","1998-04"
"1998 March 21","11","3","1998","UP","5","1998","false","Non_Shuttle","31","1998-05"
"1998 March 21","11","3","1998","UP","6","1998","false","Non_Shuttle","36","1998-06"
"1998 March 21","11","3","1998","UP","7","1998","false","Non_Shuttle","69","1998-07"
"1998 March 21","11","3","1998","UP","8","1998","false","Non_Shuttle","90","1998-08"
"1998 March 21","11","3","1998","UP","9","1998","false","Non_Shuttle","126","1998-09"
"1998 March 28","12","3","1998","BNSF","4","1998","true","Non_Shuttle","-133","1998-04"
"1998 March 28","12","3","1998","BNSF","5","1998","false","Non_Shuttle","-123","1998-05"
"1998 March 28","12","3","1998","BNSF","6","1998","false","Non_Shuttle","-60","1998-06"
"1998 March 28","12","3","1998","BNSF","7","1998","false","Non_Shuttle","-21","1998-07"
"1998 March 28","12","3","1998","BNSF","8","1998","false","Non_Shuttle","82","1998-08"
"1998 March 28","12","3","1998","BNSF","9","1998","false","Non_Shuttle","139","1998-09"
"1998 March 28","12","3","1998","UP","4","1998","true","Non_Shuttle","45","1998-04"
"1998 March 28","12","3","1998","UP","5","1998","false","Non_Shuttle","33","1998-05"
"1998 March 28","12","3","1998","UP","6","1998","false","Non_Shuttle","61","1998-06"
"1998 March 28","12","3","1998","UP","7","1998","false","Non_Shuttle","96","1998-07"
"1998 March 28","12","3","1998","UP","8","1998","false","Non_Shuttle","110","1998-08"
"1998 March 28","12","3","1998","UP","9","1998","false","Non_Shuttle","136","1998-09"
"1998 April 04","13","4","1998","BNSF","4","1998","true","Non_Shuttle","-169","1998-04"
"1998 April 04","13","4","1998","BNSF","5","1998","false","Non_Shuttle","-158","1998-05"
"1998 April 04","13","4","1998","BNSF","6","1998","false","Non_Shuttle","-79","1998-06"
"1998 April 04","13","4","1998","BNSF","7","1998","false","Non_Shuttle","-40","1998-07"
"1998 April 04","13","4","1998","BNSF","8","1998","false","Non_Shuttle","54","1998-08"
"1998 April 04","13","4","1998","BNSF","9","1998","false","Non_Shuttle","126","1998-09"
"1998 April 04","13","4","1998","UP","4","1998","true","Non_Shuttle","21","1998-04"
"1998 April 04","13","4","1998","UP","5","1998","false","Non_Shuttle","24","1998-05"
"1998 April 04","13","4","1998","UP","6","1998","false","Non_Shuttle","55","1998-06"
"1998 April 04","13","4","1998","UP","7","1998","false","Non_Shuttle","83","1998-07"
"1998 April 04","13","4","1998","UP","8","1998","false","Non_Shuttle","98","1998-08"
"1998 April 04","13","4","1998","UP","9","1998","false","Non_Shuttle","142","1998-09"
"1998 April 11","14","4","1998","BNSF","4","1998","true","Non_Shuttle","-259","1998-04"
"1998 April 11","14","4","1998","BNSF","5","1998","false","Non_Shuttle","-226","1998-05"
"1998 April 11","14","4","1998","BNSF","6","1998","false","Non_Shuttle","-135","1998-06"
"1998 April 11","14","4","1998","BNSF","7","1998","false","Non_Shuttle","-56","1998-07"
"1998 April 11","14","4","1998","BNSF","8","1998","false","Non_Shuttle","38","1998-08"
"1998 April 11","14","4","1998","BNSF","9","1998","false","Non_Shuttle","99","1998-09"
"1998 April 11","14","4","1998","UP","4","1998","true","Non_Shuttle","50","1998-04"
"1998 April 11","14","4","1998","UP","5","1998","false","Non_Shuttle","7","1998-05"
"1998 April 11","14","4","1998","UP","6","1998","false","Non_Shuttle","50","1998-06"
"1998 April 11","14","4","1998","UP","7","1998","false","Non_Shuttle","74","1998-07"
"1998 April 11","14","4","1998","UP","8","1998","false","Non_Shuttle","90","1998-08"
"1998 April 11","14","4","1998","UP","9","1998","false","Non_Shuttle","124","1998-09"
"1998 April 18","15","4","1998","BNSF","5","1998","true","Non_Shuttle","-208","1998-05"
"1998 April 18","15","4","1998","BNSF","6","1998","false","Non_Shuttle","-150","1998-06"
"1998 April 18","15","4","1998","BNSF","7","1998","false","Non_Shuttle","-54","1998-07"
"1998 April 18","15","4","1998","BNSF","8","1998","false","Non_Shuttle","43","1998-08"
"1998 April 18","15","4","1998","BNSF","9","1998","false","Non_Shuttle","109","1998-09"
"1998 April 18","15","4","1998","BNSF","10","1998","false","Non_Shuttle","187","1998-10"
